Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU57,OUT018,59.4309
FDI27,OUT046,18.597103
NCM42,OUT046,43.889652
FDD32,OUT027,33.40776
FDI34,OUT013,92.79236
NCM29,OUT049,52.40518
FDG46,OUT018,44.244015
DRC01,OUT010,19.574978
FDB15,OUT027,106.674995
NCA17,OUT027,61.338467
FDF10,OUT046,59.667725
FDR26,OUT027,72.75118
FDI02,OUT049,45.109146
NCM54,OUT010,50.713707
FDF14,OUT013,61.631355
FDJ33,OUT010,48.38421
FDM20,OUT035,98.59074
FDC03,OUT027,79.63665
NCX05,OUT046,47.009224
NCM41,OUT027,37.753365
NCU29,OUT010,59.117332
FDQ59,OUT017,33.253258
FDH46,OUT010,40.57245
FDH09,OUT013,20.839134
NCD06,OUT045,18.70602
FDC15,OUT035,62.249184
DRD37,OUT027,18.816277
FDT28,OUT027,60.940525
FDR28,OUT027,66.71795
FDT38,OUT017,34.038795
FDV34,OUT027,30.965822
FDY52,OUT035,25.28035
FDB34,OUT013,34.980934
DRL23,OUT018,41.113384
DRB24,OUT046,62.394722
FDJ50,OUT046,21.887241
FDQ49,OUT035,61.76139
FDP20,OUT035,49.722923
FDV19,OUT027,64.92041
NCR54,OUT045,78.718506
FDO09,OUT010,104.2971
FDS57,OUT018,56.13894
FDN10,OUT049,47.36303
FDV23,OUT049,50.62195
FDY28,OUT049,86.35784
DRG51,OUT013,66.13213
FDD45,OUT019,37.600185
NCL18,OUT027,78.52344
NCM29,OUT013,53.21006
FDF17,OUT027,79.82671
FDE22,OUT017,64.45335
FDQ22,OUT017,14.591404
FDS01,OUT013,72.95954
FDW35,OUT027,17.509323
FDJ33,OUT046,50.275635
NCF54,OUT035,68.76014
FDE09,OUT013,44.97817
NCE06,OUT045,65.0065
DRH49,OUT049,32.402084
FDY43,OUT045,68.289825
NCT05,OUT017,101.79033
FDZ34,OUT045,77.126564
FDL38,OUT017,34.74471
FDZ31,OUT017,75.85155
FDR14,OUT035,22.401787
NCN54,OUT049,31.496647
NCC42,OUT027,57.082623
FDK08,OUT017,39.851105
FDP59,OUT013,42.825546
FDV22,OUT035,62.933643
FDD33,OUT035,93.91267
DRE60,OUT027,92.38237
FDK52,OUT046,91.14731
FDA02,OUT017,58.334457
FDM56,OUT049,43.95062
FDE57,OUT035,56.83629
FDM32,OUT045,35.3517
NCQ30,OUT027,49.756092
FDQ27,OUT027,42.963547
FDT60,OUT027,51.032734
FDU43,OUT049,96.443375
NCO55,OUT035,42.835747
FDG02,OUT045,76.71635
FDJ28,OUT013,77.37196
FDP40,OUT045,45.157257
FDJ38,OUT045,76.60586
NCC54,OUT017,96.43535
NCZ41,OUT046,50.397785
FDK38,OUT019,59.902367
FDU52,OUT013,63.245647
FDC40,OUT046,30.716896
NCR30,OUT017,29.273722
NCN18,OUT017,44.608963
FDB50,OUT035,31.447453
FDG04,OUT013,76.29244
FDR26,OUT035,70.876366
NCT17,OUT018,74.443184
FDX35,OUT027,92.12812
FDS12,OUT046,51.499332
NCZ29,OUT027,51.48731
FDB38,OUT010,64.15377
FDP12,OUT013,15.524033
FDP22,OUT046,20.80767
FDS26,OUT018,103.21032
FDR52,OUT046,77.31007
DRJ13,OUT046,65.07037
FDU48,OUT027,53.41635
FDE29,OUT035,24.386335
NCT29,OUT049,49.10079
DRK37,OUT018,74.76943
FDK55,OUT046,35.15555
FDR07,OUT046,38.465496
FDO21,OUT027,91.27048
FDK46,OUT049,104.84431
FDB12,OUT045,42.04825
FDT31,OUT027,76.84873
FDJ33,OUT045,50.07168
FDC26,OUT027,44.934532
NCQ02,OUT045,75.53719
FDP08,OUT010,76.95682
FDB11,OUT027,91.71848
FDV55,OUT013,59.284016
FDW20,OUT049,48.713318
NCJ18,OUT019,48.681034
FDC41,OUT018,29.04484
FDE14,OUT027,41.578537
FDG35,OUT013,71.00903
FDF45,OUT035,22.79198
FDS19,OUT027,31.892694
FDS58,OUT019,64.28077
FDA26,OUT017,88.16713
FDM32,OUT049,35.138653
FDL45,OUT046,50.91146
FDZ55,OUT049,64.50945
FDY37,OUT049,56.900753
FDO46,OUT046,76.97294
FDQ60,OUT046,48.489746
FDA19,OUT018,51.198708
FDL15,OUT046,61.9985
FDM10,OUT018,84.04214
NCL05,OUT017,16.58753
DRK49,OUT010,16.28178
NCE18,OUT027,101.96189
FDG40,OUT049,13.764227
DRI59,OUT045,89.245056
FDK28,OUT035,102.93554
NCD06,OUT019,18.57212
FDO11,OUT019,100.87557
FDK27,OUT046,48.262848
FDT43,OUT027,20.776627
FDD38,OUT018,39.71778
FDA16,OUT049,88.58872
FDL14,OUT027,62.842896
NCM17,OUT049,17.879143
FDD20,OUT045,49.69788
FDA40,OUT045,35.383675
FDL43,OUT045,31.29711
FDV15,OUT045,41.28051
FDE52,OUT046,36.278236
NCL17,OUT010,57.474373
NCJ31,OUT045,95.80386
FDR60,OUT045,31.398376
NCA18,OUT035,46.520405
FDS21,OUT027,26.098503
FDW09,OUT035,31.40598
FDL26,OUT035,61.774784
FDS47,OUT018,34.428425
FDC39,OUT046,83.219696
FDT51,OUT035,44.66709
FDK40,OUT035,105.636116
NCG19,OUT045,94.35337
FDZ07,OUT046,24.978434
FDF08,OUT027,36.512436
FDO04,OUT013,22.472242
FDK41,OUT018,32.195976
FDP15,OUT049,102.619965
NCD43,OUT018,40.979122
NCP18,OUT013,60.5988
FDZ51,OUT046,37.752636
DRH13,OUT035,43.742325
FDF38,OUT045,16.093172
NCI43,OUT045,19.461174
FDM38,OUT027,22.50886
FDS03,OUT013,26.728853
DRJ47,OUT017,68.30144
FDT50,OUT010,38.8513
FDV02,OUT046,69.35216
NCG18,OUT017,41.249374
FDW52,OUT046,66.31734
FDS40,OUT035,14.260952
FDN31,OUT017,76.27019
FDA37,OUT045,49.60241
FDA15,OUT046,100.59697
FDL39,OUT046,72.85464
FDJ53,OUT045,49.04946
FDX22,OUT013,85.556786
NCZ42,OUT045,95.848
FDD56,OUT027,71.768105
FDD40,OUT017,77.02966
FDS50,OUT013,89.210724
NCN14,OUT013,74.65908
FDT15,OUT013,74.42138
NCS18,OUT027,44.311768
NCO26,OUT010,45.791065
FDF58,OUT018,23.475008
NCB19,OUT013,35.636276
FDH26,OUT017,56.037987
DRB24,OUT027,62.464233
FDA49,OUT018,33.231567
FDB32,OUT045,38.08556
FDI36,OUT017,78.54153
NCA17,OUT010,59.283825
FDH22,OUT013,51.206745
NCM26,OUT018,60.10342
FDT15,OUT027,74.625984
FDB16,OUT018,33.88202
NCP54,OUT027,50.536434
FDJ36,OUT013,41.699768
FDO28,OUT045,48.278454
FDU09,OUT013,22.52743
FDF29,OUT017,51.27134
FDY08,OUT013,57.33232
DRJ59,OUT018,13.856011
FDT23,OUT027,32.66171
FDU15,OUT018,14.0531025
FDT47,OUT013,39.858547
FDI53,OUT019,65.75069
FDR59,OUT018,103.92699
FDD53,OUT035,16.002369
FDY51,OUT017,87.78094
FDT04,OUT049,15.0696945
FDU51,OUT049,70.974174
FDG14,OUT035,60.99702
NCU06,OUT045,92.53686
DRG25,OUT046,75.069046
DRH49,OUT035,33.4004
FDN15,OUT035,55.6311
FDL43,OUT018,29.515629
NCT18,OUT049,73.41124
NCB31,OUT013,105.77013
FDK57,OUT035,47.88288
FDY04,OUT019,65.78925
NCP54,OUT046,49.032
FDF41,OUT013,98.87998
FDM01,OUT045,41.305305
FDW03,OUT045,42.146915
FDF28,OUT045,49.229267
FDY37,OUT017,56.50829
FDQ03,OUT017,94.71448
FDP51,OUT027,49.120323
FDJ40,OUT017,44.162193
FDC32,OUT049,37.459644
DRI49,OUT027,33.619953
NCW54,OUT017,22.047085
FDF09,OUT017,15.035627
FDP45,OUT018,99.218636
DRJ23,OUT018,73.79302
FDS59,OUT017,44.19169
FDY08,OUT046,56.149864
FDX16,OUT049,59.351963
FDY16,OUT018,72.729904
FDK32,OUT035,61.24054
FDQ22,OUT013,16.02104
NCC31,OUT018,61.546593
FDG58,OUT049,62.01447
DRF48,OUT013,77.03839
DRH36,OUT049,29.556185
NCR30,OUT035,30.035355
FDB03,OUT019,97.61178
FDZ28,OUT027,51.613075
FDR35,OUT017,79.22029
DRD15,OUT027,94.520386
FDJ33,OUT019,50.20584
FDA56,OUT010,47.9512
FDP56,OUT046,19.546062
NCT30,OUT046,19.637295
FDK15,OUT017,39.932907
FDH44,OUT018,57.578964
FDV01,OUT013,62.64061
DRG03,OUT017,60.837566
FDG50,OUT027,36.807594
FDR16,OUT010,86.00163
FDZ60,OUT046,43.233765
DRG03,OUT045,61.97215
FDS56,OUT018,104.85123
FDU33,OUT045,18.308279
DRD27,OUT035,39.657032
FDW22,OUT046,89.86869
DRA24,OUT045,65.45093
FDF38,OUT049,15.733275
FDX48,OUT013,62.59371
FDS58,OUT018,63.450466
FDC32,OUT046,37.303738
NCQ29,OUT045,104.99905
DRK39,OUT018,32.813236
NCS38,OUT017,45.61015
DRO47,OUT013,45.89451
DRG27,OUT027,17.682434
FDC57,OUT027,77.91324
FDS55,OUT046,59.338196
NCJ06,OUT018,46.716366
FDO01,OUT019,52.371346
NCM55,OUT045,74.49112
FDC52,OUT049,61.39935
FDQ15,OUT045,31.885862
NCT30,OUT027,19.75256
NCR42,OUT027,13.763279
FDD28,OUT035,23.241678
FDQ34,OUT049,42.204002
FDZ12,OUT027,58.263775
DRE13,OUT019,34.841167
NCN07,OUT019,53.76314
FDM28,OUT035,72.41552
FDI10,OUT017,68.56741
FDQ25,OUT013,69.38126
FDA38,OUT010,96.67479
DRI13,OUT049,87.10615
FDY20,OUT027,37.063583
NCZ53,OUT035,75.2131
NCM31,OUT013,58.773468
DRB01,OUT017,75.68012
DRF37,OUT046,105.32249
NCF42,OUT049,71.17263
FDF16,OUT018,58.691696
FDB41,OUT013,19.402744
FDR34,OUT013,91.94109
FDR15,OUT018,61.395542
NCV42,OUT019,45.19647
FDW51,OUT035,85.241325
FDU36,OUT017,38.85733
FDX60,OUT049,32.59361
FDY03,OUT035,45.21037
FDW55,OUT045,99.577156
FDT01,OUT010,85.016815
FDG58,OUT013,62.974716
FDK21,OUT017,99.760284
NCS41,OUT019,73.651596
FDS10,OUT045,72.7271
NCT53,OUT046,66.71168
FDJ28,OUT018,75.29435
FDX44,OUT045,35.28414
FDT20,OUT018,14.34827
FDO44,OUT017,43.73472
NCX17,OUT049,94.20997
FDY01,OUT017,46.441624
FDJ12,OUT027,85.16186
DRK35,OUT018,13.842772
FDD47,OUT019,68.02585
NCM53,OUT035,42.45426
FDO45,OUT013,35.71237
NCM42,OUT010,43.72823
FDE04,OUT046,72.14949
NCI30,OUT027,100.54125
FDZ19,OUT013,71.117226
FDW57,OUT013,72.214615
FDA25,OUT013,41.607536
FDT22,OUT046,23.91658
FDP51,OUT013,48.437347
FDD48,OUT027,47.508987
FDY39,OUT035,73.544785
FDO48,OUT010,88.56364
FDD23,OUT027,75.54715
DRN35,OUT027,15.55744
FDT01,OUT035,85.822464
FDC20,OUT010,21.434381
DRJ35,OUT035,25.104069
FDB32,OUT046,37.520103
FDL24,OUT046,69.87928
NCV42,OUT035,45.390434
FDZ46,OUT046,44.25499
FDC15,OUT013,63.07777
FDD08,OUT019,15.153729
FDY50,OUT049,36.06309
FDD36,OUT013,48.50914
FDG57,OUT027,20.191711
FDL21,OUT018,15.180208
FDN16,OUT027,41.82987
FDJ09,OUT027,18.886118
FDS01,OUT010,71.58931
FDV33,OUT017,104.04949
DRE12,OUT017,45.786316
FDR07,OUT013,39.28473
FDP48,OUT010,73.54282
NCB55,OUT035,23.069382
FDQ08,OUT013,24.346817
FDR34,OUT035,92.45461
FDO33,OUT046,45.21708
FDP13,OUT045,15.552817
FDX12,OUT049,97.5432
NCT06,OUT049,66.8735
FDR16,OUT019,86.19465
FDE36,OUT046,66.7638
FDZ36,OUT049,74.63892
FDV13,OUT045,35.17975
NCZ17,OUT035,14.51256
FDU56,OUT045,73.518
FDM09,OUT035,68.56813
FDV02,OUT017,68.45125
FDS34,OUT018,43.909386
FDA11,OUT049,38.622757
FDP09,OUT017,84.33674
FDB29,OUT027,46.86064
FDT19,OUT017,69.10259
DRH15,OUT017,17.618319
FDY38,OUT046,94.07755
FDF14,OUT027,61.93831
FDN48,OUT010,36.93968
FDQ12,OUT013,93.40529
NCJ43,OUT045,69.618195
FDE17,OUT019,61.527725
FDB05,OUT035,99.991325
FDH10,OUT045,77.12445
NCR06,OUT017,16.074594
FDU32,OUT018,47.65802
FDD56,OUT049,69.81168
FDO36,OUT018,71.36428
FDH16,OUT010,36.365776
FDX10,OUT018,13.358292
FDZ37,OUT017,35.129223
FDU31,OUT010,87.05789
DRC49,OUT049,57.35183
FDL15,OUT045,61.074394
FDN32,OUT019,75.047714
DRH59,OUT027,30.593021
NCU29,OUT049,59.59343
FDR37,OUT019,74.15291
FDS14,OUT018,61.90939
FDU02,OUT027,92.23195
FDJ08,OUT035,77.355705
NCZ06,OUT045,101.63189
FDO31,OUT049,33.07981
FDH31,OUT018,39.477367
FDS58,OUT017,63.834846
NCA53,OUT027,20.299116
FDF50,OUT046,79.84255
NCW42,OUT049,89.38958
NCQ17,OUT045,62.773735
FDK51,OUT018,104.45061
NCW41,OUT010,62.51648
NCR29,OUT017,21.904182
FDB08,OUT019,64.126396
FDA40,OUT027,35.291542
FDL14,OUT018,62.217617
FDB47,OUT046,83.604576
FDO03,OUT035,91.643814
DRK13,OUT019,79.826935
FDX13,OUT010,99.30674
FDF52,OUT046,73.80218
FDT11,OUT013,76.70229
FDB08,OUT013,65.30413
FDQ28,OUT018,61.22503
FDD29,OUT045,101.35468
NCQ29,OUT027,106.10015
NCO02,OUT013,26.813396
FDR56,OUT010,78.087265
NCM54,OUT049,50.344864
FDP51,OUT035,46.85533
FDT38,OUT013,34.35143
FDZ20,OUT018,100.25065
FDJ53,OUT013,49.219685
FDX13,OUT049,100.31437
FDP58,OUT035,88.42829
NCK31,OUT019,20.922045
FDA35,OUT018,48.201565
FDV37,OUT018,78.49975
NCO07,OUT027,86.833206
FDA20,OUT045,75.340195
FDZ59,OUT035,67.76675
NCY17,OUT017,17.505394
FDQ28,OUT035,61.430294
FDV35,OUT017,61.435318
FDQ36,OUT013,14.858961
FDD34,OUT018,64.37456
FDK51,OUT045,106.09281
FDV31,OUT035,70.528015
FDR04,OUT035,38.66819
FDR14,OUT049,22.402145
DRC36,OUT010,69.67038
FDE39,OUT019,48.725536
FDP57,OUT049,41.913464
FDE57,OUT046,57.032776
NCN18,OUT046,45.133667
NCQ05,OUT018,59.074318
FDW47,OUT035,48.05282
FDV46,OUT035,55.127754
NCP29,OUT045,25.371315
FDE09,OUT018,43.28542
NCU06,OUT027,93.30166
FDT19,OUT010,69.43421
DRF15,OUT017,60.619873
DRI51,OUT013,69.09205
NCX54,OUT013,42.720318
DRE01,OUT013,97.91976
NCB07,OUT045,78.27371
FDU50,OUT035,46.03228
FDG40,OUT035,13.574855
FDW10,OUT018,68.98651
FDX51,OUT013,78.868996
NCP17,OUT045,25.08703
FDP21,OUT035,75.498474
FDL04,OUT045,42.029373
FDV23,OUT013,50.202732
FDF24,OUT046,32.717945
FDH56,OUT027,46.62924
FDB51,OUT049,25.055119
FDI58,OUT027,39.037144
FDR20,OUT013,18.999798
FDC51,OUT018,48.23371
FDB16,OUT027,35.38609
FDE40,OUT049,24.307072
NCM17,OUT035,17.676907
FDU56,OUT035,74.203964
FDS32,OUT019,56.9609
FDX02,OUT049,90.105576
FDT39,OUT027,62.33813
FDE35,OUT017,22.715328
NCI42,OUT019,84.79809
DRL23,OUT046,42.60424
FDA10,OUT046,49.01484
FDA11,OUT013,39.243443
NCM06,OUT046,62.56139
NCT05,OUT035,103.33909
NCQ02,OUT010,74.35098
NCY06,OUT049,52.206696
FDY56,OUT035,90.012535
FDL02,OUT035,41.724083
NCI06,OUT035,71.613434
FDQ14,OUT045,60.355297
FDQ12,OUT017,91.15508
FDP36,OUT046,19.74602
FDK21,OUT027,101.71503
FDO40,OUT045,59.203724
NCK54,OUT019,47.496605
FDY09,OUT018,69.627304
NCW30,OUT049,105.01997
NCC55,OUT027,15.252588
FDE58,OUT018,45.703407
FDR39,OUT013,74.5597
FDU28,OUT049,75.06543
FDH08,OUT017,91.18769
FDG35,OUT045,70.18413
FDG22,OUT049,13.9881115
FDC34,OUT035,62.80728
FDP15,OUT018,100.90861
FDK34,OUT010,95.59938
FDU45,OUT035,46.37977
FDQ04,OUT027,16.554726
FDX22,OUT018,83.11423
FDB45,OUT017,40.950195
NCH43,OUT027,88.2141
DRE60,OUT046,90.43926
FDD17,OUT027,95.83525
NCM54,OUT017,50.566547
NCH55,OUT013,51.784042
NCT06,OUT017,65.778656
FDA48,OUT027,89.93328
FDY58,OUT027,92.65608
FDO25,OUT045,84.95655
FDN50,OUT045,37.984978
FDH35,OUT035,65.999626
FDK09,OUT045,91.14942
FDO16,OUT013,33.950623
FDW11,OUT045,25.543787
FDU47,OUT027,57.35069
NCQ42,OUT010,50.985355
FDK55,OUT027,36.564022
FDN08,OUT049,47.044373
FDT57,OUT045,95.28102
FDJ12,OUT018,82.14422
DRL59,OUT017,20.558302
NCN53,OUT046,14.514631
FDO51,OUT010,17.29863
FDK56,OUT017,75.24797
FDY12,OUT035,21.04982
FDU15,OUT035,14.49486
FDQ19,OUT046,97.85079
DRF15,OUT045,61.789185
DRE25,OUT019,37.26238
FDK57,OUT018,46.687164
FDD33,OUT010,92.475914
FDR34,OUT027,92.83225
FDU04,OUT045,48.833748
FDE35,OUT019,24.36987
NCD31,OUT035,65.341515
FDJ56,OUT035,40.253357
NCU53,OUT046,66.562294
FDD39,OUT035,86.0863
NCU17,OUT019,41.88291
FDJ20,OUT046,49.45421
NCW41,OUT018,61.63881
FDL52,OUT035,15.4427185
FDS39,OUT035,56.86686
DRJ47,OUT045,69.71756
FDP13,OUT010,15.742467
DRK39,OUT010,32.911144
FDF28,OUT010,50.147835
FDB09,OUT045,50.265144
FDM51,OUT046,40.419857
DRM49,OUT018,17.262936
DRF23,OUT013,71.868195
DRH01,OUT035,69.20614
FDH12,OUT027,43.861313
FDA28,OUT019,50.44225
FDW37,OUT018,34.856236
FDF02,OUT046,41.760254
DRL37,OUT046,17.487263
NCF43,OUT046,57.23286
FDH08,OUT010,91.27008
FDR34,OUT019,92.50612
NCK19,OUT049,78.5834
NCD55,OUT018,15.958908
FDT27,OUT049,94.03901
FDQ57,OUT045,59.168026
FDA47,OUT035,65.235275
DRG15,OUT027,26.089672
FDE05,OUT018,57.296032
FDN46,OUT046,40.830933
FDX27,OUT027,38.03127
FDT51,OUT045,44.409782
FDU33,OUT013,18.65164
FDJ16,OUT027,24.498346
FDD20,OUT019,49.467224
FDT36,OUT049,13.462654
DRF15,OUT027,62.24833
FDN52,OUT010,35.027336
FDC22,OUT027,77.821175
FDX15,OUT045,64.32306
FDT13,OUT013,75.841965
FDU04,OUT017,48.38789
FDU31,OUT019,87.25359
FDW59,OUT027,35.073544
NCO29,OUT046,66.617004
FDL15,OUT035,60.96952
FDI41,OUT049,58.409008
FDQ48,OUT049,39.795403
DRI39,OUT013,22.840305
FDI08,OUT013,101.352104
FDC21,OUT049,44.315594
FDF58,OUT035,24.947765
FDS08,OUT010,71.22371
FDE47,OUT045,49.374252
NCP18,OUT019,61.59942
NCR41,OUT013,39.33434
FDA27,OUT013,102.63447
FDA43,OUT035,77.88733
FDA49,OUT045,34.504124
NCE55,OUT018,70.376396
DRM49,OUT027,19.176802
FDF22,OUT027,87.01605
FDQ15,OUT018,30.940582
NCS54,OUT017,69.792625
NCY05,OUT013,15.031947
FDR45,OUT046,96.43159
FDK57,OUT049,48.941765
FDF41,OUT010,99.170166
FDV21,OUT046,50.725372
FDD51,OUT046,18.322868
FDF33,OUT046,44.42076
FDA38,OUT046,96.16237
FDR56,OUT045,78.52222
NCN41,OUT017,48.34527
FDC60,OUT027,36.12798
FDB47,OUT045,83.54381
DRH01,OUT013,71.1655
FDW08,OUT046,42.35695
FDF38,OUT027,16.353516
FDY32,OUT017,65.11189
FDG34,OUT049,44.223618
FDG47,OUT019,105.25797
NCF18,OUT035,75.996864
FDL39,OUT019,73.18399
NCH55,OUT035,50.43729
DRJ35,OUT049,24.713234
FDS44,OUT035,95.81062
DRE01,OUT018,95.57807
FDY39,OUT013,75.07743
FDY32,OUT018,63.84641
FDR33,OUT027,45.500412
NCP50,OUT049,32.558105
FDZ47,OUT018,38.152332
FDU57,OUT049,61.479248
FDY44,OUT013,78.81994
DRH59,OUT018,28.612967
FDB03,OUT027,97.47231
FDY46,OUT045,74.811226
FDM39,OUT045,71.33848
FDY36,OUT035,30.018265
NCM55,OUT035,73.856255
FDJ50,OUT010,20.738495
DRL60,OUT013,61.597996
NCJ54,OUT049,93.490944
FDX59,OUT017,13.34566
FDI07,OUT013,80.732864
DRF51,OUT010,15.229897
FDM14,OUT017,43.628685
FDP21,OUT045,75.61562
FDE40,OUT035,25.153955
FDE05,OUT035,59.022697
FDM13,OUT027,54.27781
FDC34,OUT027,63.951393
NCI55,OUT018,47.953503
NCE43,OUT018,66.546165
FDW58,OUT018,41.528404
FDG60,OUT045,93.89495
FDV31,OUT017,70.42266
FDR47,OUT013,78.604675
FDM60,OUT019,16.313026
NCF06,OUT018,102.63224
NCN26,OUT027,47.946705
FDQ59,OUT049,34.69472
FDF09,OUT046,15.026973
NCS06,OUT017,105.9216
FDT44,OUT046,47.440186
FDI19,OUT017,97.4665
FDT22,OUT017,23.742695
NCF54,OUT027,69.63116
DRG25,OUT045,74.76975
FDB59,OUT017,78.584984
FDQ37,OUT017,77.43385
FDP56,OUT035,19.342264
FDW44,OUT035,69.051834
FDJ26,OUT010,85.80676
FDU43,OUT018,93.81721
FDW33,OUT045,42.22625
NCX53,OUT027,58.511078
FDN56,OUT010,58.51823
DRF15,OUT049,61.26303
FDO33,OUT017,45.482628
FDZ39,OUT010,40.985294
NCJ19,OUT017,21.669842
FDU01,OUT035,73.87041
FDT12,OUT035,90.07079
NCM18,OUT018,23.736486
FDP19,OUT017,51.348297
NCR42,OUT049,13.499159
FDN10,OUT046,47.89364
FDG44,OUT017,21.80447
FDQ10,OUT046,69.09235
DRH13,OUT049,42.796688
FDT52,OUT013,99.26326
FDM56,OUT045,44.338425
NCO43,OUT010,40.57588
NCV29,OUT035,71.15573
NCF06,OUT013,105.466705
FDO50,OUT035,36.5259
FDT59,OUT013,93.0008
FDX40,OUT027,15.341331
FDE50,OUT017,74.17812
FDX51,OUT017,78.7179
NCD30,OUT018,38.187828
FDK15,OUT013,41.076298
FDL12,OUT045,24.438135
FDK46,OUT017,103.7162
DRH49,OUT010,31.702303
FDQ57,OUT046,59.37918
FDY59,OUT017,37.275253
FDO09,OUT018,103.67893
NCG30,OUT035,50.50219
FDM09,OUT017,67.34202
NCN17,OUT027,41.45056
NCS42,OUT013,36.9385
FDD02,OUT019,47.240055
FDE34,OUT013,74.110374
FDU38,OUT045,77.351036
FDB33,OUT046,63.31421
NCJ29,OUT017,34.574715
FDZ27,OUT035,19.422241
FDI40,OUT013,40.77479
FDG22,OUT013,15.399478
FDT51,OUT017,44.13406
FDF20,OUT018,78.423546
FDV50,OUT035,48.96013
FDT02,OUT049,14.552353
DRC49,OUT017,57.85169
FDF26,OUT049,61.422733
FDV52,OUT035,47.366623
FDX59,OUT049,14.274854
FDV25,OUT035,89.23353
FDW23,OUT027,16.092697
FDE53,OUT018,42.10062
FDA19,OUT017,51.981354
FDH22,OUT046,51.044228
NCO41,OUT013,39.987778
FDX12,OUT017,96.22845
FDF17,OUT013,80.09166
FDS11,OUT045,89.3648
FDR51,OUT035,60.32356
FDT49,OUT010,42.361626
FDC56,OUT013,49.17379
FDR13,OUT027,47.685635
FDQ60,OUT035,48.535374
FDN38,OUT049,100.17481
NCL29,OUT013,64.288956
FDO13,OUT027,66.85531
FDE26,OUT018,56.61861
FDA31,OUT010,69.07424
FDX14,OUT035,30.180387
FDA34,OUT045,69.91244
FDF26,OUT013,62.47346
FDE38,OUT045,67.0446
DRI11,OUT046,46.0892
FDQ60,OUT027,48.509636
FDL21,OUT027,16.44839
DRC12,OUT027,78.209984
FDC47,OUT046,91.62556
FDE57,OUT045,56.30449
FDT14,OUT045,48.392212
NCZ53,OUT046,76.47088
FDE28,OUT018,91.17433
FDR19,OUT035,57.841747
NCF54,OUT019,70.150055
FDZ08,OUT046,32.808594
NCJ05,OUT018,60.535034
FDF59,OUT046,51.266396
NCO05,OUT035,40.51065
FDW24,OUT018,18.894499
NCX42,OUT018,65.66315
NCA53,OUT035,19.363228
FDI45,OUT019,71.423386
FDG46,OUT046,45.747227
FDM20,OUT010,97.24268
FDW11,OUT010,24.178028
FDX08,OUT035,71.88984
NCK17,OUT035,16.331284
FDK32,OUT018,59.520584
NCA42,OUT035,64.17387
DRI01,OUT035,68.72598
NCL55,OUT049,102.127945
DRE25,OUT018,36.715733
FDD14,OUT017,72.96871
FDB10,OUT046,94.82231
DRN11,OUT035,58.41823
FDP38,OUT018,19.349604
NCA30,OUT017,75.12061
FDT15,OUT017,73.73229
NCP55,OUT018,21.70629
FDF12,OUT035,59.712265
FDM21,OUT018,101.29909
FDX56,OUT035,82.4438
FDF10,OUT017,57.894264
FDT32,OUT045,75.91466
FDM51,OUT018,39.507996
NCR50,OUT018,60.56192
FDI19,OUT049,97.38853
FDX21,OUT017,43.09324
FDR31,OUT035,58.512947
FDY02,OUT013,105.764656
NCA29,OUT045,68.562965
NCX17,OUT046,92.973465
FDM12,OUT045,76.26494
FDI53,OUT027,65.41591
NCU30,OUT049,66.338486
FDC56,OUT027,49.49209
FDK27,OUT018,48.248814
NCK18,OUT017,66.50001
FDB52,OUT019,103.76122
DRG25,OUT027,76.72846
FDZ13,OUT049,21.145937
FDB57,OUT019,90.15499
FDR40,OUT046,33.514217
NCO14,OUT019,17.979166
NCN19,OUT045,76.56185
FDQ28,OUT019,62.624672
FDO13,OUT018,65.06318
FDK48,OUT013,31.797276
FDU07,OUT018,60.03691
FDW20,OUT046,49.479465
FDV12,OUT010,39.04963
FDH24,OUT013,64.00835
FDV59,OUT049,86.85279
FDK57,OUT045,48.30944
FDL16,OUT027,18.84667
NCQ17,OUT046,62.74645
FDJ15,OUT018,73.11981
FDX24,OUT049,37.874626
FDT47,OUT046,39.16993
FDT10,OUT049,24.402124
FDZ37,OUT018,34.193665
FDW43,OUT027,93.17972
DRN36,OUT017,38.000946
FDJ14,OUT045,32.455338
FDA32,OUT013,88.03282
FDJ38,OUT019,76.69276
FDQ57,OUT017,58.665733
NCQ41,OUT019,78.12037
FDG56,OUT049,24.176023
DRC13,OUT027,50.839184
FDV55,OUT035,57.83409
FDQ49,OUT045,62.943893
FDE29,OUT010,23.8549
FDR03,OUT013,83.33265
FDD45,OUT049,37.622913
FDN38,OUT010,99.92292
FDT56,OUT046,23.362656
FDT48,OUT045,80.47779
FDU03,OUT049,72.59841
FDC56,OUT010,47.45271
NCO43,OUT027,40.748512
FDQ27,OUT017,40.69876
FDR03,OUT046,82.841965
DRH23,OUT010,21.157444
FDG22,OUT045,15.054528
NCJ42,OUT013,42.10537
FDR24,OUT046,36.429943
FDW60,OUT035,70.85326
FDJ08,OUT013,77.145935
DRL59,OUT018,19.767775
FDG60,OUT010,92.70402
FDW27,OUT017,62.39611
FDX14,OUT018,29.761086
FDC20,OUT013,23.054264
NCS29,OUT018,104.62267
FDJ56,OUT046,40.669083
FDB20,OUT019,31.063005
FDL28,OUT027,92.838005
FDW01,OUT018,59.627796
FDL03,OUT046,79.36752
FDX22,OUT049,84.34401
FDJ21,OUT035,57.920982
FDR31,OUT045,59.46752
FDG21,OUT035,60.648544
FDS22,OUT027,17.761023
FDK08,OUT035,40.01391
